ASIN,Title,Category,Rating,ListPrice,Price,Discount,TotalPrice,Available,ReviewCount,Review1,Review2,Review3,Review4,Review5
B00Z5EAVVE,"New Little Fairies Tinkerbell Wall Clock 10"" Will Be Nice Gift and Room Wall Decor W235","Home Accessories,Clocks,Wall Clocks",1,10.99,10.99,0,0,False,1,"The clock in picture looks nice. In reality it is very cheap and tacky looking. Luckily this is going in a little girls room but still I would of paid more if it ment getting a clock that looked like the one in photo. What I actually received was this clock but with what I can only describe as a white plastic dog bowl around the edge, very old fashioned design and not worth more than £2.99.  First time I have ever bought something from Amazon that did not look like the picture. On reflection in the description it does talk about the white plastic surround but in my opinion you should be able to rely on the pictures provided",,,,
B009NH777A,Genuine FIRENZI Dishwasher Upper Basket Wheel,"Parts & Accessories,Dishwasher Parts & Accessories",1,0,4.40,0,0,True,1,Too expensive. Paid less for pack of 4 from different supplier not too long ago.,,,,
B00GMM82PA,"IKEA LONSAM - Carafe, clear glass - 1 l","Cooking & Dining,Tableware,Glassware,Jugs, Decanters & Carafes,Carafes",1,4.50,4.50,0,0,False,1,"horrible- cheap glass - have thrown it away, you could not bring out when having guests",,,,
B007SMGUWU,"Black Wooden A3 Poster Frame fits Poster size 42 x 29.7 cm (16""5 x 11""7 inches)","Home Accessories,Photo Frames",1,13.99,13.99,0,0,True,1,Frame is fine but the packaging is poor.  The cardboard corner protectors are stapled on and that has damaged the finish of the black frame.,,,,
B006QDN86I,IKEA NON STICK GRILL PAN,"Cooking & Dining,Cookware,Pots & Pans,Griddle Pans",1,15.50,15.50,0,0,True,1,All lies wish I hade driven to ikea just thought this would save me petrol what turned up was pan 28x28 non folding handle so won't fit in draw £12 in ikea would like to give no stars but would not post as such,,,,
B00GMM8M5U,"IKEA FINTORP - Rail, nickel-plated - 57 cm","Furniture,Living Room Furniture,Cabinets",1,0,15.53,0,0,True,1,"Looks nice, but a nightmare to fit.  You have to mark the 4 screwhole positions on the wall you have chosen before doing anything else, but it's largely guesswork as no template or measurements are provided to guide you.  The main problem is that the roundhead slot screws are slightly too large a diameter to fit easily over the the keyhole-shaped slots, meaning that not only is it nearly impossible to get the mounting plates over the screws. And if you are lucky enough to be able to manage that, you then realise that if the screws are not 101% perpendicular to the wall, the rail becomes absolutely impossible to fit.Oh, and did I mention that to fit the rails to the mounts, the screws have to sit a certain distance proud of the wall? Except the exact distance is also guesswork, so you have to take the rail on and off a number of times to get the screws the required height for the rail to be  a snug fit. Now combine that with rail mounting holes that are too small for the screws, and this excuse for a product will more than likely end up keeping the tins of baked beans and milk cartons company in your recycling box.This product could easily be made to work by doing away with the concealed fittings, have the mounting holes countersunk on the front of the brackets, and supply small circular blanks to cover them up when fitted. It would solve all the issues and reduce fitting time by 90%.As it stands, this is a waste of metal and packaging.",,,,
B00NGGZV3G,Tinxs HOME OFFICE COMPUTER DESK TABLE + 3 DRAWERS & SHELVES BLACK - WORKSTATION DESKS,"Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",1.5,41.99,41.99,0,0,True,8,"It arrived very quickly all the parts were there, however there is no holes for the rails that the draws go on so i had to eye them on so they are not very straight, also i did put some of my own screws in as its not the most sturdy desk in the world. Reasonable","drawers too big to fit. Bought two units and both are now without drawers. missing bolt, tracks curved. scary !!! such furniture as you can sell ???? !!!!","The drawers are to small for the desk, they just fall apart so you have to buy extra wood and screws etc to be able to use that part of the desk.","I bought this several months ago, I did leave a review but as that one has been omitted I thought I'd leave another. There is a reason this desk is cheap and that is because its rubbish, It didn't fit together properly and after  approx. nine weeks of use there are no draws left and it is beginning to bow under the weight of my laptop. Please avoid this article it is junk, and if as I suspect Amazon do not post this I will write another and another until they do",
B00GMM8A8E,"IKEA POKAL - Snaps glass, clear glass / 6 pack - 5 cl","Cooking & Dining,Tableware,Glassware",1,0,5.09,0,0,True,1,The picture of the glass is deceitful. I gives you a wrong impression that they are regular snaps glasses only for for to find out that they are shot glasses. My worst purchases from amazon,,,,
B00ZMDJJI4,"Black Horse Wall Clock 10"" Will Be Nice Gift and Room Wall Decor Y45","Home Accessories,Clocks,Wall Clocks",1,10.99,10.99,0,0,False,1,Does not look like this picture - has a white plastic rim around the edge making it look cheap and tacky -there is no white plastic rim shown in the photo advertising it. very disapointing.,,,,
B00Z5EHXEC,"Super Sonic Wall Clock 10"" Nice Gift and Room Wall Decor W244","Home Accessories,Clocks,Wall Clocks",1,10.99,10.99,0,0,False,1,"Very disappointed. Even keeping in mind the low price of the item I was shocked to discover the poor quality of the clock. The picture is very obviously not original to the clock, it's been cut out and stuck in; the sellotape on the rear is the give away! My advice pay more, buy from a Uk seller, and don't be fooled by the misleading picture advertised.",,,,
B00DQRO6UY,2x IKEA KORKEN 1.8L Clear Glass Jar with Airtight Lid,"Cooking & Dining,Kitchen Storage & Organisation,Preserving,Jars",1,15.00,15.00,0,0,False,1,"These are Ikea range products which retail at Ikea for £2.00 each, when they have them in stock. I was at Ikea today but they didn't have them in stock. I hope these are not discontinued but I think the mark up on these is exorbitant. £14.00 for what you can buy for £4.00.",,,,
B00ELJZPRE,Electrolux Firenzi Moffat Zanussi Cooker Cooker Oven Shelf Grid - Genuine part number 3546220025,"Parts & Accessories,Cooker Parts & Accessories",1,0,23.89,0,0,True,1,It would be helpful if accurate product dimensions were included rather than the 1cm x 1cm x 1cm stated. Then this oven shelf may be supplied for any make of oven that it fits.,,,,
B00G4IPF5M,"Silly Pendant Lamp Fireworks Pp, Black","Indoor Lighting,Ceiling Lighting,Pendant Lights",1,0,39.96,0,0,True,1,returned,,,,
B004KZL47Y,Traditional Brass And Wood Wall mounted Barometer,"Home Accessories,Clocks,Wall Clocks",1,0,34.50,0,0,True,1,"I ordered this barometer which was described as 'traditional brass and wood'. The cheap piece of plastic that turned up was neither brass nor wood, and the barometer needle has hardly moved ,which makes me think that thats not accurate either.I emailed them and they just said 'send it back'. No apology, no offer to replace it with a real one, nothing.It looks like one of those cheap plastic toys that are made in taiwan. steer clear.",,,,
B00NQ33802,"Intradisa 36 - Radiador cover, 6 cm wide, oak","Furniture,Living Room Furniture,Cabinets",1,0,68.30,0,0,True,1,"This item was totally disapointing, made with chipboard and plastic oak veneer, metal poles which looked chrome. Well they are aluminium type not polished as shown when purchasing. i originally purchased this iitem at £66.00 and it never came, so i reordered and topkit kindly hiked the price to £108.00 for no apparent reason. The whole thing has a very cheap look and feel to it (china) so my advice is stay well away from it and dont waste your money, its worth no more than £40.00 tops.  yours very truely Mr Grumpy",,,,
B00LGY484I,"SINNLIG Scented candle in glass, Sweet berries, red, Height: 7.5 cm Burning time: 25 hr.","Home Accessories,Candles & Holders,Candles",1,0,5.52,0,0,True,1,These are 85p from idea direct,,,,
B00K9U69SS,"DRAGON Salad/dessert Fork, Stainless Steel, 6 pack ,Dishwasher-safe,Can be used by Children As Well","Cooking & Dining,Tableware,Cutlery,Cutlery Sets,Mixed Cutlery Sets",1,20.00,11.49,43,0,True,1,exactly what I wanted,,,,
B00GOPDNMM,Zanussi 1520726405 Dishwasher Cutlery Basket,"Parts & Accessories,Dishwasher Parts & Accessories",1,0,18.69,0,0,True,1,"My old one supplied with the dishwasher was robust and lasted 4 years, however this replacement is extremely flimsy and when filled with cutlery it has already cracked down the side within a week of using.",,,,
B015WWQ7AW,150cm White Light Cherry Blossom Tree With White Base And Branches And 140 LED Bulbs,"Home Accessories,Seasonal Décor,Christmas,Trees",1,0,39.94,0,0,True,1,"This is the worst product I have ever bought on Amazon! It looks nothing like the picture and it took me almost 5 hours to de-tangle the wiring which looked like it had been shoved in the box! It looks really cheap and some of the bulbs have gone already, I had already thrown the box away or I would definitely have sent this back as this should have not cost any more than a fiver, it looks terrible! DO NOT BUY THIS PRODUCT!!!",,,,
B006WKJ4YA,Metaltex Eureka Pot Litreid Holder,"Cooking & Dining,Kitchen Storage & Organisation,Racks & Holders,Pot & Pan Racks",1,0,17.75,0,0,True,1,"Doesn't come with the bit to attach it to a wall or cupboard. No screw holes or anything so it's not like you have any other way of attaching it. Mia-advertised, don't waste your time. You'll only return it.",,,,
B00W3QEYWO,Chest cabinet bedside table cupboard shelf rack - vintage design antique book look - 43 x 63 cm,"Furniture,Living Room Furniture,Cabinets",1,104.90,104.90,0,0,True,1,"Looks nice, but based on the size and on the reviews of other similar products from this company, it's very cheap quality and ridiculously priced.",,,,
B00CSSF9U8,Replacement Stainless Steel Expanding SWATCH Watch Strap 17mm,"Accessories,Watch Straps",1,0,17.98,0,0,True,1,"Nice strap but an absolute nightmare adjusting the links to fit, gave up and threw the strap away.",,,,
B015WZ8IDI,"IKEA BROMELIACEAE - Potted plant, Bromeliad, assorted - 12 cm",Home & Garden,1,13.89,13.89,0,0,False,1,Plant was much bigger than advertised,,,,
B00GMMBQ1W,"IKEA STRAPATS - Pedal bin, matt white","Laundry, Storage & Organisation,Waste & Recycling,Indoor Dustbins",1,17.00,17.00,0,0,True,1,£8 at ikea,,,,
B0049MRCIS,"Basket Wheel: Ignis, Ikea, Magnet, Whirlpool, Whirlpool Generation 2000 dishwasher upper basket wheel","Parts & Accessories,Dishwasher Parts & Accessories",1,12.67,12.67,0,0,True,1,To whom it may concernThe one star is for prompt delivery.Having received the basket wheels as ordered the first one I fitted broke during fitting. The 2nd one fits ok. I feel the quality is not great. Also i thought there was 4 in the pack asper packaging description on arrival. contacted the supplier & told them the problem i had with one wheel breaking & got no reply. So will have to look elsewhere for replacement wheels as the price was quite expensive for the quality of the product.RegardsMichele Mc Court,,,,
B00KRE7LQA,Ikea Adjustable Cooker Oven Shelf Extendable Arms,"Parts & Accessories,Cooker Parts & Accessories",1,41.39,41.39,0,0,True,1,"Certainly extendable but unfortunately these shelves do not stay at the position to which you extend them, and when I tried to fit them into the oven they reduced slightly, so becoming unstable.  I would not feel confident putting an oven dish on them, but would fear it collapsing under the weight.  I suppose you could use something like fuse wire to secure them at the width you have extended them so, but otherwise unusable, I'm afraid.",,,,
B007SMJOLE,Black Wooden 40 x 30 cm Poster Frame,"Home Accessories,Photo Frames",1,0,14.99,0,0,True,1,Frames are actually a composite cheap wood.Plexiglass instead of real glassCheaply made and sizing was off on frame versus backing.,,,,
B00BOTVCU8,"Corwell Black & White King Quilted 7 Pieces Bedspread Modern Jacquard Luxury Comforter Complete Bedding Set Includes Comforter, Base Valance Sheet, Sham Pillow Cases, Cushions & Neck Roll by Quality Linen and Towels","Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Cover Sets",1,0,42.99,0,0,False,1,"Not at all what I expected, waste of my money. The design is pretty but the bead spread and pillowcases feel incredibly cheap and are not made of cotton. Instead, polyester which is not comfortable to sleep on. My guests hated it so much they bought their own blanket to sleep with!",,,,
B008O5887A,"Pair Of Bath Sheets Egyptian Cotton 600gsm Extra Soft Kensington Satin Stripe Towels, Cream","Bathroom,Bath Linen,Towels,Bath Sheets",1,0,16.70,0,0,True,1,There no longer cream first wash so I could  use them are now white an B.m sale  sticker on it,,,,
B00C2B6EI2,"Lisa Coffee 90"" x 90"" (228cm Width x 228cm Length) Jacquard Flock Damask Pattern Pencil Pleat 3"" Tape Top Fully Lined Readymade Curtain With Matching Tie Backs by Quality Linen and Towels","Home Accessories,Curtains & Blinds,Curtains",1,0,21.99,0,0,False,1,Very thin,,,,
B010V9Z63A,CroLED® 10M Waterproof 100 LED Battery Operated String Fairy Lgiht Party Warm White,"Indoor Lighting,Specialty & Decorative Lighting,String Lights",1,0,5.79,0,0,True,1,Only worked for 5 minutes then stopped,,,,
B00PC7GIHK,RICOO Wall Bracket TV VESA mount Swivelling tiltable S1144 Wall Mount arm for televisions wall bracket LED TV LCD TV holder flat screen TV PC monitor mount display flat universal TV Stand VESA 400x400 for 30' - 65' TV inch,"Accessories,Home Audio & Video Accessories,TV Stands & Wall Brackets,TV Wall & Ceiling Mounts",1,0,62.99,0,0,True,1,Product is too big for vessa mount 100x100 and too small for larger Samsung and Panasonic tv's.Threw the product in the bin,,,,
B00BQHI2L0,Fuchsia Pink Mink Throw Luxury Soft Plush Extra Large (200cm x 240cm- Suitable for King Size Bed or 2/3 Seater Sofa) Sofa Bed Runner Bedspread Blanket by Quality Linen and Towels,"Bedding & Linens,Bedding,Blankets, Throws & Patchwork Quilts,Blankets",1,0,20.67,0,0,False,1,Very poor Quality.,,,,
B00Z9ZP8GW,"FRANC Textile 665-702-33 Ektorp Tullsta Arm Chair One Seater Burdeaux Fabric Cotton Panama Sesselhusse, Grey / Silver.","Home Accessories,Slipcovers,Armchair Slipcovers",1,0,124.45,0,0,True,1,"This was advertised as a ""chair"" when i purchased it and then a ""cover"" appeared.Expensive for just a little chair cover",,,,
B015WZ2PMS,"IKEA KROKIG - Wall hook, multicolour - 3 pack","Nursery,Decoration,Curtains",1,4.69,4.69,0,0,False,1,Extremely poor quality. Don;t bother buying these they aren't fit for purpose!,,,,
B00Y7J1UIG,"Birds and Butterfly Wall Clock 10"" Nice Gift and Room Wall Decor E16","Home Accessories,Clocks,Wall Clocks",1,10.95,10.95,0,0,False,2,Very disappointed with this purchase. Just stopped working and we've tried everything to make it work but to no avail. Not good at all!,Cheap and nasty nothing like the advertised picture.,,,
B00ZQMNMU2,"BMW Wall Clock 10"" Will Be Nice Gift and Room Wall Decor X06","Home Accessories,Clocks,Wall Clocks",1,10.99,10.99,0,0,False,1,"Disappointing, looks very cheap, basically a cheap kitchen wall clock with and image stuck on the face",,,,
B00DEQH4UQ,Visario 5519 Images on Canvas 5-piece set 160 x 80 cm Abstract Black & White,"Artwork,Prints,Prints on Canvas",1,0,22.08,0,0,True,1,"The quality of the painting is very poor and bears little resemblance to the product viewed on the website. It was purchased as a present and I was so embarrassed by it. We couldn't hang this on the walk, it's that bad!",,,,
B008DGNL7C,"Egyptian Cotton Towels SUPREME Thick Absorbent Heavy Extra Soft 700gsm Top Quality Luxury Miami 4 PIECES TOWEL BALE SET, CREAM","Bathroom,Bath Linen,Towels,Towel Sets",1,0,24.50,0,0,True,1,Bought these hoping for 100% egyptian cotton softness. Sadly was disappointed.,,,,
B00SBV5KO6,600 TC Super Comforting 100% Egyptian cotton Bedding 3 Piece Fitted Sheet 46cm Deep Pocket Euro King IKEA Size Lt. grey Stripe,"Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Cover Sets",1,44.99,44.99,0,0,False,1,"Terrible quality, cheap material and badly made. Dont purchase!",,,,
B00GMM5OP6,"IKEA FAGLAVIK - Knob, brass-colour / 2 pack","Cooking & Dining,Cookware,Cookware Accessories,Knobs & Handles",1,0,11.03,0,0,True,1,What a rip off!,,,,
B00CMQAE1A,IKEA Dragan Bamboo Boxes Set of 2 for Jewellery / Cosmetics,"Storage, Cleaning & Ring Sizers,Boxes & Organisers",1,0,15.50,0,0,True,1,These are only £9 direct from ikea!,,,,
B0046M84BA,"Picture - art on canvas palm sun length 47"" height 31,5"", one-part parts model no. XXL 5144 Pictures completely framed on large frame. Art print Images realised as wall picture on real wooden framework. A canvas picture is much less expensive than an oil painting poster or placard","Artwork,Prints,Prints on Canvas",1,25.50,25.50,0,0,True,1,"In realty this picture does nothing! Its not subtle, And the wood used for the struts was in two pieces!",,,,
B00F4JPFLG,Trueshopping Steamer Chair Cushion in Ruby Red - 1460 x 5500 x 50 mm,"Furniture,Home Office Furniture,Furniture Accessories,Back & Seat Cushions",1,59.99,29.99,50,0,True,1,much too thin and flimsy,,,,
B015LYESK2,"White Plain Duvet Set In Egyptian Cotton , 1200 Thread count ,TC , UK Super King / UK King / UK Double /Emperor / UK Single All Size Available (EURO KING IKEA SIZE 240 x 200cm     (95x88in.))","Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Sets",1,39.99,39.99,0,0,True,1,Not 1200 thread count as stated. More like 400.,,,,
B00NGFQW0S,"Tinxs Computer PC Desk Table in Black/White Tempered Glass Finish with a suspended cabinet & 2 drawers, Home Furniture / Office Workstation Christmas Gift Secret Santa (White)","Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",1,63.69,63.69,0,0,True,1,Awful holes didn't match with diagrams. Difficult and frustrating to assemble even though I've done numerous flat pack items before!!!!!,,,,
B00GMMCAWG,"IKEA STAM - Can opener, red, white/black","Cooking & Dining,Kitchen Tools & Gadgets,Manual Can Openers",1,0,7.06,0,0,True,1,"I sped many minutes to try figure out how i works. When no solution found i HAD to google it.I work in so unnative way, and even when is i promoted as easy and safer than regularity, their no true that, that is still leave sharp edges.",,,,
B00BS63J7G,"Camellia Red & Black 90"" x 90"" (228cm Width x 228cm Length) Jacquard Flock Pattern Pencil Pleat 3"" Tape Top Fully Lined Readymade Pelmet Curtain With Matching Tie Backs by Quality Linen and Towels","Home Accessories,Curtains & Blinds,Curtains",1,0,49.99,0,0,False,1,I ordered for the red curtains but when they arrived they were burgundy. This is very misleading and annoying as I now have to return them which is a complete waste of my time. Your description should say Burgundy and not Red as it will save people a lot of hassle.,,,,
B0062NRIQ8,"Luxury Pair Of BLUE Egyptian 100% Cotton 600gsm Satin Stripe Towel, BATH SHEET","Bathroom,Bath Linen,Towels,Bath Sheets",1,0,21.10,0,0,True,1,"The towels are ok, with 100% Eygptian Cotton labels, However, there is absolutely nothing on the packaging or labels on the towels that say the quality is 600gsm. So... I asked the seller and the answer I got was astonishing. Quote "" Our supplier says the towels are 600gsm"".  Personally I think they are probably 200gsm and feel cheated so I certainly wont be using this seller again. If you want to take a chance, thats up to you !!!",,,,
B00ON08U50,"Restoflex Reflex Memory Foam Mattress, Single, White","Furniture,Bedroom Furniture,Mattresses & Toppers,Mattresses",1,0,145.81,0,0,True,1,Was to small for my double bed never got to try it And not very thick. Quality looked good.took about 3 days to expand to approx 5.1/2 inches.,,,,
B0046M847E,"Picture - art on canvas abstract length 31,5"" height 24"", one-part parts model no. XXL 4137 Pictures completely framed on large frame. Art print Images realised as wall picture on real wooden framework. A canvas picture is much less expensive than an oil painting poster or placard","Artwork,Prints,Prints on Canvas",1,19.50,19.50,0,0,True,1,"I bought this as it looks so unusual and it was going on the wall of my kitchen.  Unfortunately I did not open the package to check the picture when it was delivered.  After decorating the kitchen, I took the canvas out to find that part of the frame was warped and when hung up it did not sit!",,,,
B00OSAE9BE,"KASTRULL Saucepan with Lid, Green, Size 1.5 l, Made of enamelled steel, which is durable, easy to clean and conducts heat quickly and evenly, making it easy for you to control the temperature.","Cooking & Dining,Cookware,Pots & Pans",1,30.00,25.44,15,0,True,1,"It would have been perfect, if not for the lid rim showing rust after fifth use. I'm returning this.",,,,
B00P85RF5K,"IMMELN Shower corner shelf, three tiers, zinc plated, Size 28x56 cm, Made of zink-plated steel which is durable and rust resistant.","Bathroom,Bathroom Accessories,Shower Accessories,Shower Organiser",1,0,30.06,0,0,True,1,Absolutely awful. After many varied attempts the suction cups just do not work!,,,,
B00RK4VN32,"IKEA BOSNAS - Footstool with storage, Ransta white","Furniture,Home Office Furniture,Chairs & Sofas,Stools",1,0,35.61,0,0,True,1,Ripoff... Double retail price,,,,
B00GPQITL0,"IKEA GUBBRORA - Rubber spatula, red/green green/pink, blue/white","Cooking & Dining,Kitchen Tools & Gadgets,Spatulas & Turners,Spatulas",1,0,6.33,0,0,True,1,Do not get this item as i got 3 except the blue and green one. So i called the maker and they sent me the white and black one twice it is a waste of money do not buy,,,,
B00GMM6UC2,"IKEA PALMLILJA - Quilt cover and 2 pillowcases, beige - 150x200/50x80 cm","Bedding & Linens,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets",1,0,56.51,0,0,True,1,Nice fabric cheaper if bought direct from ikea by a mile,,,,
B00GMME3QW,"IKEA FRODIG - Plate, clear glass - 28 cm","Cooking & Dining,Tableware,Dishware & Serving Pieces,Plates & Serving Dishes,Plates,Dinner Plates",1,0,9.95,0,0,True,1,was going to purchase these plates instead of going to ikea don't mind paying the delivery and a little on the mark up but really!!! these plates cost 2 pounds each in ikea think I will have a trip there after all do not like getting ripped off,,,,
B00GMM6Z9K,"IKEA OLSKAR - Wash-basin mixer tap, chrome-plated","Kitchen & Bath Fixtures,Bathroom Fixtures,Bathroom Sink Taps",1,0,33.66,0,0,True,1,Tap from ikea price on that tap it's £18 not £41.04 your selling this tap at £41.04 and £7.77 for delivery way too much I will go in store and buy this tap for £18,,,,
B016GYYV1W,"ÅRSTID - Wall lamp, nickel-plated, white","Indoor Lighting,Wall Lighting Fixtures,Reading Lights",1,0,28.80,0,0,True,1,"It's an IKEA lamp, sold at IKEA for 10.99£. But hey, if you have too much money, go for it.",,,,
B00RK4XFFQ,"IKEA STRIBERG - LED lighting strip, aluminium-colour - 67 cm","Indoor Lighting,Specialty & Decorative Lighting,LED Strips",1,0,50.12,0,0,True,1,"NO mains lead, very annoying, Typical IKEA - CRAP",,,,
B00GMMA9ME,"IKEA TASTRUP - Rug, low pile, multicolour - 133x195 cm","Home Accessories,Carpets & Rugs,Area Rugs",1,67.10,67.10,0,0,True,1,This is only £35 in Ikea,,,,
B00RK4SHYK,"IKEA TOMAT - Spray bottle, assorted colours - 35 cl",Home & Garden,1,0,2.95,0,0,True,1,Worst spray bottle I have ever used. Spray bottle when primed sprays like a spray bottle that is very low on water or has air in the line.  even though all air was expelled from the tube.  Pump also leaks a little when used.  The only thing good thing about it is the coloration. If you want a decent fashion sprayer buy one from Sprayco or Delta industries. Or if you want a good quality high output sprayer that is inexpensive go with a Zep Professional Sprayer. The TOMAT feels like a spray bottle whose pump has failed even though it is brand new.,,,,
B00GMMALOK,"IKEA KUPOL - Pull-out storage unit, white / 2 pack - 13x18x8 cm",Home & Garden,1.5,0,14.73,0,0,True,2,This costs £5 in Ikea. Might be worth the money to save a trip but it's quite a mark up!,Awesome product - TERRIBLE price on Amazon! I picked up several of these from Ikea - £5 for twin packs. Solid and easily stackable and wall mountable. Shame they are 300% more expensive here...,,,
B00RK4RI18,"IKEA SILVERAN - Mirror cabinet, white - 60x14x68 cm","Furniture,Bathroom Furniture,Cabinets,Mirror Cabinets",1,0,101.86,0,0,True,1,"(Purchased directly from IKEA, but I had to warn other shoppers to avoid this piece of junk.)Three words. . .Do Not Buy!I wish I could give this less than one star, as in a minus amount. Having just put together a large kitchen island, and a chest of drawers without any problems, this cabinet wasn't just designed by someone who likes to inflict misery on others, the instructions are almost impossible to understand.Having congratulated ourselves when we managed to hang the main part on the wall (we expect honorary degrees from MIT for that alone), the door won't close because  the hinge on the inside allows it to slide down with no way of tightening it so that it is impossible to close without hoisting it up and securing it on the catch, and it will have to stay that way until we work up the energy to take it back down again and throw it out.I am furious at the wasted money, but even worse is the sheer frustration at the waste of time spent trying to put the thing together. And it doesn't even look good!I'll post photos before it is thrown out. In the meantime, do yourself a favor and do not buy this piece of junk!",,,,
B00QTQP1C6,650 TC Egyptian cotton Bedding 4 Piece Duvet Cover + Fitted sheet 51 cm Deep Pocket Euro Single IKEA Size White Stripe,"Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Cover Sets",1,79.99,79.99,0,0,False,1,"I wanted to live with these sheets for a little while before writing a review.Firstly...... 650tc Egyptian cotton seems far from the truth!It does really compare to my old bed sheets that were 300tcSecondly, the duvet cover Is oversized and doesn't fit properly.Thirdly , After 2 washes its started to bobble already.... Not sure my previous bet sheet ever did.",,,,
B015WZ4BYI,"IKEA FOLKLIG - Induction hob with booster, black - 58 cm","Kitchen & Home Appliances,Small Kitchen Appliances",1,508.19,508.19,0,0,False,1,"Just moved into a new flat and this thing was there.I just wanted a gas hob but this thing is there.You have to use special pots and pans with this. Good grief. Ok, I don't mind throwing out pans worth hundreds cos they don't work with this thing?No problem.Also, if you put something on it, it makes beeping sounds. i.e you don't even switch it on, it just beeps when you put something on it, when it's off.Also there is a switch that means you cant turn it on, on the right. It's a safety switch but I never put it on, it just come on because 'it' not 'I' wanted to come on,Now I want to make my first proper meal after being in the flat for two weeks and the whole thing is making a strange humming noise.'Horrible' is too nice and sexy a word to describe this piece of -_ _ _ _.New technology is just a new form of abuse, but no one seems to acknowledge this or care. They chose the right name calling it Folklig.Welcome to the future !",,,,
B00GMMDYNA,"IKEA STABIL - Pasta insert, stainless steel - 5 l","Cooking & Dining,Cookware,Pots & Pans,Stockpots",1,0,18.00,0,0,True,1,This doesn't fit most pots. You will actually need the ikea pot that goes with this product. It is good quality and I'm sure will work great once I get it's mate.,,,,
B0168AO6P0,"British Choice Linen Egyptian Cotton 4 PCs Sheet Set 600-Thread-Count Sateen Euro Ikea King (+45 CM) Pocket Depth, Light blue Solid ( One Flat Sheet, One Fitted Sheet & Two Pillowcover )","Bedding & Linens,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets",1,60.55,43.99,27,0,False,1,Fantastic quality...too short for a double bed in the UK do not fit a standard bed....asked for a full refund awaiting a reply,,,,
B00RTIKEUM,600 TC 100% Egyptian Cotton Bedding 4 Piece Set Duvet Cover + Fitted sheet 25 cm Deep Pocket Euro Single IKEA Size Lavendar stripe by SGI Bedding Europe Collection,"Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Cover Sets",1.5,79.99,79.99,0,0,False,2,"Not very happy with the bedding, pillow cases do not match and the quality of a 600TC is questionable. Would not recommend it for the price.","Darker in colour then looks, pillow cases are open one end and the cover is closed by zip??",,,
B00SPTN8E8,550 TC Long Staple Yarn 100% Egyptian Cotton 7 Piece Bedding Set 61 cm Deep Pocket Euro King IKEA Size Egyptian Blue Stripe Extra Pillowcases!,"Bedding & Linens,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets",1,111.11,111.11,0,0,False,1,Cheapest quality you can imagine...,,,,
B015WZ5QWO,"IKEA METOD - Wall cabinet frame, white","Furniture,Kitchen Furniture,Kitchen Units",1,47.19,47.19,0,0,False,1,"how stupid, no to write procuct dimensions, so should client just gets the dimensions???",,,,
B00T6O31AW,"Ikea Rosemarie fabric cusion cover 16"" x 16""","Bedding & Linens,Cushions & Accessories,Cushion Covers",1,6.99,6.99,0,0,False,1,Disappointed with the quality of these. I got them for my living room but the material from which they are made from is very cheap & transparent looking. No zip to close either. The design is nice. Such a shame. I would not of minded paying more for better quality material. On the picture the material has a bit of a shimmer to it but not evident on the ones I ordered.,,,,
B00RTIWHTI,600 TC 100% Egyptian Cotton Bedding 4 Piece Set Duvet Cover + Fitted sheet 20 cm Deep Pocket Euro Single IKEA Size Ivory stripe by SGI Bedding Europe Collection,"Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Cover Sets",1,79.99,79.99,0,0,False,2,Ordered an ivory duvet set which turned out to be a horrible yellow. On complaining I was promised a replacement which has not been received.,I expected better quality for the price I paid. The set was smelly and the duvet cover came stained.,,,
B00SQUAABA,RoyalLinens EU King Ikea 400TC 100% Egyptian Cotton Brick Red Solid Elegant Finish 3PCs Fitted Sheet Solid(Pocket Size: 11 inches),"Bedding & Linens,Bedding,Sheets & Pillowcases,Fitted Sheets",1,43.90,33.20,24,0,False,1,Very disappointing quality.  Worst item I have ever bought from the internet.  Tatty packaging.  Poor quality material - expected silky 400TC.  Items covered in loose pieces of white threat.  Pillowcases have no pocket turn in.  Wish I had saved packaging and returned.,,,,
B014RBK7P0,"BudgetLinen Box Pleated Bed skirt (Valance Sheet)(Black Stripe,Euro Double IKEA size , Drop Length 22cm) 100% Egyptian Cotton Premium Quality 300 Thread Count","Bedding & Linens,Bedding,Bed Skirts & Valances",1,31.88,31.88,0,0,False,1,"Does not fit a small double bed, far too small. It's not even long enough to cover the box under the mattress where my draws are. The small double valance I received would fit a single bed and NOT a small double bed. I would NOT buy from seller again.",,,,
B01BLGWO9Q,"British Choice Linen Egyptian Cotton 500-Thread-Count Sateen Euro Ikea King Size 1 Qty Fitted Sheet (+24 CM) Pocket Depth Only, Moss Stripe","Bedding & Linens,Bedding,Sheets & Pillowcases,Fitted Sheets",1,40.99,24.99,39,0,False,1,Doesn't look or feel like a 500 thread count product.I wouldn't again!,,,,
