ASIN,Title,Category,Rating,ListPrice,Price,Discount,Available,ReviewCount,Review1,Review2,Review3,Review4,Review5,Review6,Review7,Review8
B002NYC5LI,The British Bed Bumper - Foam Baby & Child Bed Guard Rail - Original 100cm(Buy 2 Get 10% Off),"Nursery,Bedding,Bedding Accessories,Bed Rails",4.5,11.99,10.99,8,True,351,"I bought this for my third child and I so wish that they had been invented when my other two were little - it's so much simpler than the old-style bed guards.Pros (over the old-style bed guards): it's so easy to fit (pop it under the mattress, it took me about 1 minute!), it's easy to make the bed over it, it's really lightweight and flexible so you can bung it into the suitcase for holidays (I bought two and used one each side of the hotel bed and there was no way he was falling out!), it's cheap so you can get one for nan's house, and it fits all different sizes of beds - I used it first on the cot bed, and now in a single bed, and it works really well (my little one rolls around like mad when he's asleep and he's never fallen out!).Cons: can't think of any.Easy, cheap and works well - can't get better than that!",I have my granddaughter staying over one day a week and this product fitted the bill nicely to fit a double bed.  Very pleased with it.,"Tried unsuccessfully to move my son out of his cot bed, and he fell out of bed first night. So picked this up to help.Has worked a treat. He's never fallen out of bed with this under the sheet. It's easy to put in under the sheet, and didn't seem to bother him at all while it was in the bed.Removed it after 2/3 months, and it seems to have done the trick in training him to sleep more centrally in the bed. There have been 1 or 2 falls since removing it (though thankfully onto the mattress we placed there in expectation!), but that's over the course of 6 months, so it's clearly been a big help. Highly recommended.Highly recommended.",this is just what i was looking for.  the standard bedrails did not fit my mamas and papas cot bed for my little boy. this is a great item that does the trick as it's soft and secure and gives you piece of mind when you put your little one to bed,This works perfectly.  It keeps my youngest grandson safe when he is staying and also I use it as a bed divider when my two elder grandchildren come.  Just place it under the sheet and it stays put.  Brilliant.,Very firm. Doesnt move at all. I was a bit scared when i bought it. We cosleept with our daughter and we use it in our double bed. Works awesome for us. Totally recommended.,Excellent my grandson has not fallen out of bed once since having this bumper but he is still able to climb out of bed when he wants to.,All bed guards are too big for my sons toddler bed. I found this which is perfect to fit it. Great price and fast delivery. Thanks.
B00IZBJVUQ,Time Teacher Learn to tell the Time Nursery Kids Bedroom Quartz Wall Clock (Red),"Home Accessories,Clocks,Wall Clocks",4,24.99,13.74,45,True,17,Our two grandchildren love this. A handy learning tool.,Looks good on our wall. Clear to read. Works silently.,"Very pleased with this product. It arrived within the time frame, and was sufficiently packaged. This  beautiful teacher wall clock has brightly coloured numbers and hands which make learning much more fun for a young child.","Great clock, ideal for kids xx",makes worse sound then a tick....was scary for months....now used to it. total waste of money. hope it was a faulty one and u guys have better luck,"Bit disappointed with appearance, looked cheap. Fortunately I got it on less than half price offer, otherwise would have probably sent it back!","My granson had this as a Christmas present from us His word ""It's cool nannie"" so I hope that says it all",Helped my grandson to tell the time highly recommend this makes telling the time a lot easier
B00AWCIDXM,6FT SUPER HEAVY DUTY - Mattress Storage Bag for up to 6FT matress - FREE DELIVERY,"Nursery,Bedding",4.5,19.99,10.27,49,True,35,I bought this product to use for long term storage of a mattress and was really pleased with the quality.  Once the mattress was in the bag it was easy to handle and very strong.,Ordered this as was same price as a roll of polythene from B&Q. Came quickly and fitted super king size mattress with room to spare. Well worth it.,"Bought this to transport a king size mattress and was disappointed that the bag only just covered the mattress.  Would have made it a lot easier if they had provided at least another foot of plastic so it could be folded under at the end to protect the end of the mattress.  For the price of this ""plastic bag"" it needed the extra length for me to be happy with it - and I assume it would have only cost the manufacturers pennies to give that little bit extra.","I have recently bought a kingside and super kingsize version of this bag from this seller. We have a deep double and deep kingsize mattress so decided to go,a size up to accommodate for the depth. However, we were very disappointed to find that they were not big enough. We resorted to using both of them (one on either end) to protect our double mattress and had to tape around to hold them in place. the plastic looks reasonably tough but the sizing is way off.","I love that giving this five stars means ""I LOVE IT!"" yes.. I love a plastic bag.These were bought for the purpose of packing away a dismantled folding treadmill, and I have every confidence they will do so without tearing, leaking, or allowing outside particles in.",Very impressed with this - fitted our super-king mattress with extended topper and lasted through moving two mattresses despite being manhandled in and out of lifts and across many different surfaces. Just the right thickness to be durable without adding extra bulk itself.,"I bought this for moving my Superking sized mattress in June 2013.  It has now been removed after almost 18 months and my mattress is absolutely fine. I have limited movement in my arms and hand grip,  I am probably teaching my grandmother to suck eggs here but I found the bag easy to pull onto the mattress, just concertina it down and concentrate on getting 2 of the furthest corners in and then work each side along the mattress a bit at a time.I found the bag to have a good and hard wearing thickness for keeping the mattress  clean, dry and in good shape. It is a silent night one that has springs and is topped with memory foam, the depth of it is 10 inches, (25.5cms)I fastened the end of it with 3 inch sticky, silver tape. (Can't remember what it's called)",Really thick heavy duty plastic. Did not rip nor did it feel like it might rip. Really impressed our removals guys who wanted to know where we got them from. Plenty big enough to cover mattress.
B003KSNZXS,Spacesaver Baby Cot Mattress - Superior Foam Mattress Size  100 x 52 cm x 10cm THICK,"Nursery,Bedding,Mattresses,Cot Mattresses",4.5,39.99,29.99,25,True,9,"This mattress has arrived super fast. It's basic, foam mattress, having a zip cover, it's nice and firm, fits great the mini cot, really happy with the product.","Thick durable mattress, fits perfect in Capri space saver cot. Baby seems to like it and all regular cot and cotbed sheets seem to fit it.",Needed a mattress for V&M space saving cot and this was the one that fitted. Its foam and looks and feels good but our daughter doesn't seem to like it or the cot.,New baby grand daughter who seems quite settled on her mattress in her crib when she comes to stayOvernight,I am happy with the space saver baby cot mattress good value I would recommend this site,,,
B005ZUGC4S,"Luxury Soft Plush MINK Throw, EXTRA Large (200cm x 240cm- Suitable for King Size Bed or 2/3 Seater Sofa) Chocolate","Bedding & Linens,Bedding,Blankets, Throws & Patchwork Quilts,Blankets",4.5,30.00,16.91,44,True,40,Bought this to cover a sofa to stop my kitten from scratching it. It covers a large sofa well and is value for money.,It's very warm but not the quality that I was expecting its a big fleece & not furry as the picture shows,Have misunderstood that the colour of this throw was actually chocolate and not mink as I thought.  Entirely my fault.  Having said that though the quality of this item is superb.,"This is fantastic value.looks very plush,is very cosy and warm.i love it and would def use this co again and would recommend to a friend.","I have brought 3 of these throws, but one is different and I am not too happy with it, but seeing as I have already placed it on my bed, I cannot return it, so will have to put up with the fluff coming off it, it might get better when it has been washed.  However one or the other ones have thesame fluffy fullness on both sides, so this means I cannot be sure.","Really nice soft ,thick throw, colour not quite what i expected, more cappucino than i wanted but not really a problem. Delivery was quick so i am happy with the service.","Generous proportions;  truly luxurious, doesn't shed and very happy with the quality.  Suitable as a large throw on both our sofa and the bed.  Great purchase!","Bought this throw as a gift for my partner it os super soft and massive , Its so cuddly that i wanted to keep it myself. Definitely would order again :)"
B00C2B63TM,"Sandara Blue King Quilted 7 Pieces Bedspread Modern Damask Jacquard Luxury Comforter Complete Bedding Set Includes Comforter, Bedspread, Valance Sheet, Sham Pillow Cases, Cushions & Neck Roll by Quality Linen and Towels","Bedding & Linens,Bedding,Duvets & Duvet Covers,Duvet Cover Sets",4.5,89.99,45.99,49,True,5,"This bed set is high quality and looks even better on your bed than the picture, I am certainly going to buy another one in different colour.  I have cats at home and this bed set is hard wearing and so I have no claw marks on it.  I recommend this set to buy, it is really beautiful and stunning.",Excellent value and looks great. Delay with the shipping but they kept me up to date with progress.,"Extremely good value, not the greatest quality but for the price this product cannot be faulted!!!!","Looks great, brings a bit of class to the spear bedroom especially for the price",good,,,
B013BUI502,August LEC350 - Dimmable LED Desk Lamp with USB Phone Charger - Office Work Light with 3 Lighting Modes / Adjustable Brightness / 30 mins Auto Timer / 5V 1.5A Charging Port,"Indoor Lighting,Lamps,Desk Lamps",5,34.95,24.95,29,True,46,"You might be forgiven for dismissing some of the previous reviews as 'sponsored' i.e. the lamp appears to have been provided free to some lucky customers in exchange for a review. This review is completely independent and unbiased:An excellent lamp, a beautiful piece of design, executed in quality materials (metal superstructure, plastic base).I bought two for each of my son's desks to cure a shadow cast by the ceiling lamp behind them. This light is infinitely variable in terms of tone and brightness and exactly what we wanted. My only gripe is that the base could be weighted - if you cant the lamp to the extreme of its range then base will topple over. That is a minor gripe, but perhaps a 'mod' for the future.I cannot yet testify to the lamp's reliability or longevity but expect that like most things electrical, if it doesn't pack up in five minutes due to a component failure it will last for years. I've seen no feedback elsewhere to suggest this might happen. If you saw this lamp in a interior design shop you would not have trouble paying a ticket price double that asked, based upon impressions of design and quality. Well done Daffodil in sourcing this lamp and retailing it.",I was lucky enough to get my hands on one of these to test /review.Pro's- 30min Sleep timer great little feature for if you like me have a habit of falling asleep whilst at your desk- usb charging socket not really much I can describe about this it supplies enough power to charge my z3 and just functions as intended- Great design and adjustable height and direction- Built in dimmer ranges from dim light to floodlight and everything in between great for lighting a whole room on its own- 3 light colours theres a natural light colour which is very close to traditional lamps (yellow tinge) a blue light which is like a standard led but closer to a xenon bulb & just plain old white led which is honestly my faviourate as it doubles up to make great lightning for photos.Con's- Gets a little warm at the top but I've never found a light that doesn't- Lacks a remote control but maybe I'm just asking too much for the price- Sleep timer could do with a range of settings ie 5mins-2hours also an auto off would be a great addition- No ability to replace bulbsAll in all I love this little lamp it arrived just in time to replace my old desk lamp which unfortunately kicked the bucket when the bulb blew though this may suffer the same fate in the future as the bulbs don't appear to be replaceable but at the price I'd just buy a new lampOverall 4.5/5Great functional design with a few minor flaws mostly personal preference and being overly demanding of lots of features to play with but granted I moan about this I'd still definately replace all my desk lamps with these.,"I've only just started using my lamp (arrived today), so can't comment about durability yet, but from a product design and functionality point of view, I am really impressed with it. It looks great and I really like the light temperatures it offers and the 5 levels of dimming. It looks and feels to be made of good quality materials and is well assembled.If I have one gripe (hence the one dropped star), and it's been mentioned by others, it needs a heavier base. I find I need to hold on to the base when moving the lamp angle at all. I suppose adding dead weight to the base is a costly thing to do as a manufacturer of exported goods as you're paying extra for your shipping. I wish I could think of an elegant way of adding the weight to it, but short of sticking it to the table top, I can't see a way. The lamp doesn't fall over as long as you don't lower the bottom arm beyond about 45 degrees, which you shouldn't normally need to do anyway.I bought mine on a lightning deal and just hope it comes up again soon, as I would definitely buy another. I bought it intending to use it as a bedside reading lamp, but now I've got it on my desk in the home office, I don't want to move it now, it looks so good and works so well.Unlike most of the other reviewers (which did make me worry as to the impartiality of them), I did not receive my lamp at a discounted price for a review (other than the fact I bought it in an Amazon Lightning Deal). So my review really is unbiased.","I have a similar light to this already but needed one for the other bedside table. It's a good economical light that comes pre-assembled (unlike my current one that I had to put together myself), so all you have to do is plug it in. The light has touch sensitive buttons that control on/off (holding down this button puts the light on a half hour timer after which it will turn off), light temperature (not literal temperature of course but whether it is a warm white colour or a brighter white colour) and also up and down brightness buttons.I really like the fact that the light has a USB port at the rear of the base which allows me to charge my Iphone 6 plus which also has a battery case on during the night. The 30 minute timer is a nice addition to the lamp and combined with dimming the light on a warm setting it can be relaxing to fall asleep to. Although I like that the base is heavy enough not to cause the light to wobble in any way it would have been nice to have an indented base to allow me to put spare change in. The light can swivel horizontally on it's base and vertically along the arm itself that allows a good range of movement and positioning. As the lights are LED, it means it uses less electricity and is more economical for long periods of use. All in all it's a great lamp although a fraction steeper than I would expect.",,,,
B002MY0XOK,Konstsmide Modern Parma Down Wall Light Matt Black with Stainless Steel Top (7240-000),"Indoor Lighting,Wall Lighting Fixtures,Wall Wash Lights",4.5,54.99,50.00,9,True,6,"Excellent product.  Strong but light, so much easier to handle than the old, corroded lamp I was replacing.  Looks good above the front door and my wife is very pleased.  However the image may give a false impression, the cover is stainless steel not black- painted aluminium like the other metal parts.",Excellent product. so good I ordered the post top mounting version for my garden following the install of this one and that one is fitted and working. Used 4 watt filament style LED lamps as the light source and must admit that the inclusion of these certainly makes the light fittings worthy of the rating given.,a bit pricey but look good,,,,,
B00J5DZJGI,August LEC250 - 9W LED Desk Lamp - Office Work Light with Dimmer for Adjustable Brightness - White,"Indoor Lighting,Lamps,Bedside and Table Lamps",4.5,34.95,17.75,49,True,133,"The Daffodil Led Lamp is very sleek, compact and elegant in its design.It is light and manoeuvrable so you're able to adjust the angle of the lamp, I find it to be sturdy and firm build quality. The power source is not bulky at all and both the lamp itself and the power cable do not get overly hot.There are 7 brightness levels which are adjusted by a touch pad on the lamp base, the lamp also remembers the last brightness setting you left it on so it will revert to that setting each time its turned back on.The lamp is actually quite bright, so its great as a desk lamp, and very useable as a bedside lamp to light up a room, to read a book or watch a movie.I recommend it, it is a great purchase, I thoroughly enjoy using it.I hope you find my insight useful.","Love this desk lamps. I actually bought two and we use them as bedside lamps and they make the room look awesome. They are very powerful, use them on the lowest setting otherwise we'll be blinded. The touch controls are nice and easy to use, and they have a red back-light which indicates the dimmer setting, and they show even when off which makes them easy to find at night when dark - see attached picture.",this light isn't bright enough to require a dimmer! also the lamp unit is only moveable bin the vertical - it does not tilt,"The build quality of the lamp is fine. However the hinge on the base is very loose. If you position the neck at around 30 to 60 degree or so, it just wont be able to hold. Sent the lamp back, a week later, no news or any contact about refund.","After 12 months a 1 day, this gave up on life.  Reckon I'd only turned it on / off 50 times in a year.  Looks great and very bright, but you would need to buy 1 a year, even in low use.  I will not buy another",Fantastic it looks amazing and works brilliantly and at such a great price!,"I was looking for a desk lamp to save some energy rather than having the big light in my room on whilst studying. After reading other reviews on Amazon I went with this lamp and I have to say that I agree that it is brilliant. It gives plenty of light to study evenings and it looks sleek, I have even had some compliments from friends. The only improvement I could think of is making the standard able to rotate in its base.",Totally agree with the praise heaped on the design and functionality.  But my lamp has stopped working after just one month -  very disappointing.
B00J5DZJJU,August LEC250 - 9W LED Desk Lamp - Office Work Light with Dimmer for Adjustable Brightness (Black),"Indoor Lighting,Lamps,Desk Lamps",4.5,45.25,17.75,61,True,246,"The Daffodil LEC250 is a great desk lamp that has an extremely intuitive and minimalistic, aesthetically pleasing design. The dimmer settings are fantastically simple and the bulb produces an adjustable solid white light which is ideal for various situations such as reading. It is also incredibly easy to setup out of the box, and produces little heat.However, a small pain point is the base of the lamp which due to it's lightness is not very sturdy; when adjusting the lamps arm to an upright position (eg. moving from a 45 degree angle to 90 degrees), it lifts the base up into the air meaning that you have to use one hand to hold it down in order to move the arm with the other hand. In addition, when the lamps arm is moved down to a 30 degree angle it will continue to fall on its own until the head of the lamp hits the surface it is sitting on, which can be irritating (not that most people will need the lamp to be this low, but it is a point to consider).Overall, the lamp is good value for money, produces clean light, and has an easy to use dimmer.","I bought this lamp after spending ages looking at more 'traditional' desk lamps and deciding that I didn't want something that was reviewed as being flimsy, cheap or gets too hot to touch. So I decided to go for this lamp as it looks fantastic design wise and is more energy efficient using LED bulbs.It arrived today and I have plugged it in and tried it out in both daylight and in a dark room. It is fantastic- the light can be dimmed to the level you want, but even on full it does not hurt your eyes. The light is bright and clear, like daylight, and illuminates my desk perfectly without giving any glare.The arm and the lamp part is adjustable so you can have it in different positions. There's no dangly switch to fiddle with, you turn it on/off simply using your finger on an area of the base which is touch sensitive, and it's the same for the dimmer which you slide your finger up and down a groove in the base for.No negatives at all, brilliant lamp.",Looks fantastic for the price. Really nice touch switch and dimmer controls.If you us Apple Mac equipment the lamp matches perfectly.,"Touch pad to change the brightness is a cheap touch pad. Due to this, mine kept fitting out and changing the brightness and turning off on its own. The product is also incredibly flimsy and doesn't retain its position when you move it (hinge is cheap). Overall this product feels and performs like a £5 lamp at a push. Definitely not worth a fraction of the amount of the asking price.","Gone are the days where you only had one choice of lamps-- those old lights where you had to stick your hand up the shade and turn this dried out, jagged, plastic knob to turn on and off the light.Nowadays, you have a choice of energy efficient lights that you can both control the intensity and what kind of light bulbs you'd like to use.Daffodil, a British company, has made a very creative and elegant looking desk lamp that allows you to turn on and off the light as well as adjust the intensity by just stroking a finger along the base of the lamp.It couldn't get any simpler than that.This lamp features 7 levels of brightness and has 21 bulbs installed in the head.  And, it weighs less than 3 lbs.The lamp took all of 2 minutes to unbox and plug into the wall.Excellent product.","Its novel, looks pretty cool, seems decently made and touch controls work well.I totally agree with the previous reviews that the hinge is just not robust enough as when you move the arm more than 30 degrees from the vertical, it slowly but surely just flops down.The top also hinges and I fail to see the point of that as if the main arm worked correctly the light wouldn't need to hinge at all.Personally, for me the light is just too white and glaring. Even on its lowest setting near the computer screen its very distracting whereas my old fashioned bulb lamp is fine.I sort of like it, but not loads. I think if you are wanting it for writing or other activities and dont want one of those horrible flexi arm things then it would be a good, and better looking replacement. If its for any sort of ambient lighting, forget it.","Brilliant product. The light in my apartment is not so bright so I needed a lamp which could provide enough light on my desk (I am preparing for exams so study mainly in the night). I read the reviews and ordered this lamp. I can say this is great! First of all the packaging was brilliant. You could see that this is like a good quality product. Then the lamp itself. Took like 30 secs to open and plug it. The best feature is that there is no button, and of course the light is satisfactory. All in all, a great product.","Desk lamp, simple design but high class and elegantThis is one of those products that is able to leave you with your mouth hanging open. Neither the picture nor the description is able to capture the true sense of this product that dazzles you as soon as you open the box.Simple though, the design is full of elegance. The lamp fits perfectly in any spot you wish to put it; from study table to an office desk as in my case.Not all the surprises end there. When I removed the lamp from the box I was looking for the power button…you cannot see it till you plug it in! It is a touch switch button in the base of the lamp. The adjustable brightness is no less surprising, its touch type too.Each day I am happier with this lampCongratulations for this product.B.R.Sebas"
B00TWMFUVQ,"Pictures on canvas length 63"" height 35"" Nr 1169 world map ready to hang, brand original Visario !","Artwork,Prints,Prints on Canvas",5,19.90,17.95,10,True,5,"Item as described, quick delivery. good quality product would recommend seller and use again",Great value and just as described. Delivered early  in the time slot. All good,"Excellent product,excellent service",Really nice x love it,Love it,,,
B006RJEMSE,A4 Paper Storage Boxes With Lid (Width 28cm X Depth 35cm X Hight 18cm) White - Pack of 4,"Laundry, Storage & Organisation,Baskets & Bins,Storage Boxes & Chests,Storage Boxes",4.5,49.95,19.99,60,True,13,"Great boxes, well made and an excellent size. Very handy for storing various small items.  Would certainly  recommend. Can be used all over the house.",Good storage. Didn't realize they came in packs of two. So even better value. Look good on top of wardrobe,Boxes arrived well packaged. Easy to put together & look lovely!,Extremely poor quality and do not fit together nicely.  Worth less than half the money I believe.  In fact I am sure they will drop apart if I keep opening them and moving them!  They will be replaced when I can find another white box sturdier.,Easy to assemble and are very strong.. Look good in the office..,Easy to assemble and the perfect size for storing school work,Good storage boxes. More attractive than plastic,
B01A5T0K0A,"Storage Boxes for Kids. Set of 4 Foldable Canvas Cubes for Nursery or Children's Rooms. Perfect Toy Organizer. Complete set with Monkey, Owl, Flamingo and Elephant.","Laundry, Storage & Organisation,Baskets & Bins,Storage Boxes & Chests",5,29.99,25.99,13,True,5,"I seem to be forever tidying up or tripping over various toys, pens, socks and goodness knows what else and there never seems to be enough space to keep everything, especially with so many new things around post-Christmas. These storage boxes are proving to be a great help in my daily fight against mess!As with other similar storage boxes these have cardboard sides within a fabric cover, and fold flat to allow for easy storage when not in use. Compared to others that I have had in the past these are nice and sturdy and will be able to withstand a good amount of day to day use, providing a child doesnt try to stand or sit on them.The animal images on these storage boxes are bold and bright so they are attractive to children and the animals are easy for them to recognise and identify. Each box has a different animal on it so would be a great way for children to keep their things together with each child having a box with their choice of animal on it. The neutral background colour, which is the same for the rest of the box, means they are unlikely to clash with any decor and would also be fairly discreet for storing some toys in the main family living room. The boxes are, of course, very light when they are empty so can be moved from room to room easily, and can also be put onto shelves, on top of a wardrobe and so forth to maximise storage space and keep things neat and tidy. They are 30cm cubed so big enough to hold a lot of things but small enough to tuck out of the way when necessary.Overall these are great little boxes with cheerful designs and provide a good amount of extra storage space, I highly recommend them.I received a discount on the price of these boxes in return for writing this honest and unbiased review.","This  set of four storage boxes from “MyPresentForYou” arrives neatly packaged and each box is individually wrapped in plastic in one of Amazon’s standard brown boxes. They are unexpectedly heavy and this suggests they are not flimsy or insubstantially made.Each box is made of a natural colour canvas material with a rigid framework. Imagine if a tent was cube shaped! You get four; one that has a orange monkey face print on one side, one with an grey owl print, one with a pink flamingo and one with a blue elephant face. The boxes are 30 cm by 30 cm by 30 cm giving for separate cubes in total.  I was lucky enough to get this at a discount for providing an honest review.  The usual Amazon price for this product is £26I’d imagine the storage boxes are intended for storage of children’s books or toys but if desired, you could place these so that the animal print facing towards the back so that they look like plain boxes. They would fit into the shelf units that are designed to hold storage cubes.These cubes are ideal for holding anything, especially nappies and toys so that it easy to tidy up after playtime. They could be used to store clothes or books or anything.  They have a cheerful print and would brighten up any child’s room and they would not look out of place in a living room. They are not particularly big yet they provide a surprising amount of storage capacity.","Toy BoxesLoved the overall look of these storage boxes. The colours and characters are adorable and they're nice and sturdy. Not only great for toys, books, games etc but these would also be ideal in a nursery to store nappies and fresh laundry.Pros * Convenient * Durable * Kid- Friendly * Lightweight * Lots of Storage * Quality ConstructionConsI really can't think of any. They're absolutely perfect for my family's needs.Disclaimer: I received this item at a discount in exchange for an honest review and this in no way influenced the integrity of my review. I use reviews to help make decisions on whether or not to make purchases and therefore would not recommend a particular product or give it 5 stars unless I truly believe it deserved it.","The 4 Storage Boxes are the cutest! The quality is awesome! They are perfect for storing toys, games, clothes, shoes; anything that fits is perfect in them. I love looking at the little animals in my living room! The boxes are large and sturdy, yet soft enough if little falls on it. Thank you!I received this product at discount.","My daughter who is five this year got very excited when we received these boxes, she immediately opened them, put the base' in and started to fill with toys! We all know how hard it is sometimes to get kids to tody up so this was a great start.The boxes are a thick re-inforced canvas materia in nice neutral beige colour which really looks behind the bright, fun animal pictures. They are sturdy and very well made, so far they have stood up well to being tipped over and re-filled nearly everyday.Overall these are big, brilliant, quality storage boxes which have encouraged my daughter to be tidier, very impressed and would definetly consider these above anything else if I need to buy more in the future.I received this product for free or at a discount in exchange for my honest and unbiased review All words, pictures , videos (if applicable) and opinions are totally my own. Please do not plagiarize my work.",,,
B0026RI0HK,"InterDesign Rain EVA Shower Curtain - 180 cm x 180 cm, Clear","Bathroom,Bathroom Accessories,Shower Curtains, Hooks & Liners,Shower Curtains",4.5,13.99,8.00,43,True,7,Bought to replace several expensive shower curtains and inlays that got moldy. So far so good as the water just runs off it- there is a pattern on this so zoom in and check you like it before purchasing,"I returned this item because I was rather disappointed by its quality and I did not feel it was worth the £12.58 price at the time. I was expecting it to be of much thicker material. However, it was extremely thin and looked as though it would easily split/tear. Additionally, on laying it out on my black leather sofa, whilst refolding it to return, I noticed afterwards that there was a large amount of white dust everywhere. I think perhaps this may be something to do with the pattern printed onto it, but it is not good and does makes you wonder how well it would wear in use.","Curtain was a bit plastic-smelling when first opened but is great after a few showers. Clear, stays clean and keeps the water out. Hangs quite nicely as well.","Shower curtain is long, good quality and let's a lot of light in which is great as it used to be quite difficult showing on the dark. You will need to buy the rings for the curtain but they can easily be found.",,,,
B00NX5G9RC,"ISTAD Plastic Bag, Assorted Colours, Pack of 30, Comprises: 15 bags 6 l (28.5x41 cm) and 15 bags 4.5 l (27x34 cm). Can be used over and over again since it can be re-sealed.","Cooking & Dining,Kitchen Storage & Organisation,Food Storage,Food Containers,Food & Sandwich Bags",5,10.00,5.99,40,True,10,Really great quality - nice thick bags with a good seal.It's much bigger than I expected - I wish I had known before buying as I didn't need bags this big for freezing food. Feels like a bit of waste of money now but I sometimes use them for storing some toys that have lots of small pieces like playmobil sets.,"Large zip lock bags, really strong, double zip-lock, very secure. Good value. Good dispenser card-box.Used them for bagging up some lego (!) but probably very good for more or less anything - including food. Think these will be ok to re-use many times.",Yes good strong  bags nice sizes have bought a couple of times and would buy again as my friends buy them to would recommend them,These are the best food freezer bags so pleased I can purchase these through Amazon saves travelling to Ikea and stocking up,Quick delivery and robust.  Good quality bags,,,
B007VP8H5W,Kilner 70 ml Mini Spice Herb Clip Top Jam Jars (Pack of 12),"Cooking & Dining,Kitchen Storage & Organisation,Preserving,Jars",4.5,24.60,14.95,39,True,195,"I am a Kilner fan, in fact I think I have a bit of an obsession if I'm honest. However, these little jars just rocked my world. I've tried many spice jars from the orginal containers to Ikea jars to wooden ones and every time for some reason they just do not float my spicy boat.However, these little gems have turned out amazing. I bought spice labels to go with them and now have a very pretty (and large) spice rack that is completely air tight, easy to store and easy to use. I've just ordered another box and I'm contemplating also using these for my cupcake sprinkles. They can also be used as mini preserve jars which are handy for little christmas gifts (just ask my work buddies who received a load of homemade jams and cranberry sauce as stocking fillers).Long live Kilner!",8 out of 12 jars fastened. The others were dodgy and did not work. I made chutneys as a present for friends. The seals were not reliable. Lovely to look at though,"Brilliant.I searched for ages, for jars that I could consolidate all the spices in the kitchen.These are a great size, and because they're square and not too tall, they sit neatly together in a standard kitchen drawer.I would recommend to everyone.",these are a decent size and a good price. they fit about 1.5 regular spice containers worth each and the flip lid makes them pretty air tight. They have a wide neck so can fit tsps fine. Will be buying more to complete my storage needs,These wonderful little jars are not only great for spices but also for serving pates or Rillettes.  A great addition to the kitchen.,"Well worth buying..excellent little jars for herbs,jams etc..I've looked at other shops & their jars are either too big or too expensive for what I require..but these were very good value for money..quick service too..many thanks","Great little jars, perfect for herbs & spices. Delivered on time, well packaged. Probably a bit too small for jam, as their title suggests but just the right size for herbs.",Item arrived within the promise timeline it was very securely packed. As I love to make my own sauces and dressings I decided to look for nice storage jar something that isn’t too big and fits perfectly in the fridge. This one is exactly what I needed and it looks amazing. I looked at other product but now I know I have made the right decision. I highly recommend and give 5 stars.
B004O8SCMM,Kilner Genuine Replacement Sealing Rings (Pack of 6),"Cooking & Dining,Kitchen Storage & Organisation,Preserving,Jar Sealers",4.5,6.00,2.63,56,True,115,"The items were quite slow to arrive and when they did each seal split in exactly the same place when I put them on the jars.  They were replaced by the seller, quickly with no quibbling, but the next batch did exactly the same thing.  It was agreed I would receive a refund as the cost of replacing the seals by mail again was more than the cost of the seals themselves - so no seals, no sale.  Disapppointing, as my jars meet the size criteria for the seals, but the seller was responsive and helpful during replacement and refund.","Having been ""gifted"" a set of what I'll generously describe as ""Kilneralike Jars"" a few years ago, which have proven themselves to be absolutely unsealable to the ruination of several attempts at making preserves with our own, precious, home-grown produce and since been relegated to the back of the big cupboard, which has become a graveyard for various pieces of useless kitchen tat (You know the stuff, it's hard to clean or functionally pointless, or both.  Or just a faff.  The kind of stuff that aspires to replace the beautiful simplicity of a sharp knife and a chopping board with electricity, noise and half an hour's worth of washing-up misery.  That kind of stuff.  Why can't I just dump it?  Why do I continue to tell myself it'll come in useful some day?) we decided to try these in the jars before...well, probably putting them back in the cupboard again, if I'm honest...and I'm happy to report that these rings actually SEAL THE JARS!  This might actually be the BEST rubber product I've ever purchased.  I'm not sure my missus would agree, though.",Four out of the six rubber seals split  (all in exactly the same place) when put onto jars. Clear;y a faulty batch.  Very annoying.,"Two of the seals split as we put them on the jars, but I suppose you get what you pay for","The seals arrived before the estimated delivery day in perfect condition, and they have given some jars a new lease of life as the previous seals had seen better days. Really pleased with my purchase, will buy from this store again.","I have a selection of Kilner jars but these were for another set of coffee and tea jars!  The rubber seal on them had begun to perish and I tested another Kilner seal for fit, and bingo!  A pack of five fitted perfectly and the orange now matches the kitchen lava lamp!!  Excellent.","Great buy, been looking for seals for my jars for sometime as the originals were beginning to perish, and these are just the job, all jars have had their seals replaced and at a good price from this seller, so would use this seller again, recommended","I bought my Kilner jars back in 1990 from Habitat. I bought these rubber seal replacements thinking the chance if them fitting were slim but they're perfect for all the jars, tall and short, and they now look like new."
